haul,fishno,weight,length,sex,mat,age
2,46,215,29.5,m,4,2007
2,47,193,29,m,4,2008
2,48,199,29.5,m,4,2006
2,49,214,29.5,m,4,2008
2,50,190,29.5,m,4,2007
2,51,235,29.5,f,4,2003
2,52,213,29.5,m,4,2005
2,53,197,30,m,4,2005
2,54,239,30,f,4,2006
2,55,262,30,m,4,2007
2,56,214,30,m,4,2004
2,57,235,30,m,4,2006
2,58,222,30.5,f,4,2007
2,59,234,30.5,f,4,2007
2,60,251,30.5,m,4,2006
2,61,243,30.5,m,4,2004
2,62,211,30.5,m,4,2005
2,63,248,31,m,4,2005
2,64,272,31.5,m,4,2006
2,65,312,31.5,f,4,2005
2,66,256,32,f,4,2001
3,1,61,19,m,2,2012
3,2,37,19,f,2,2012
3,3,63,19,f,2,2011
3,4,65,19.5,m,2,2011
3,5,85,21,f,2,2011
3,6,78,21,m,2,2012
3,7,84,21,m,2,2012
3,8,90,21.5,m,2,2011
3,9,93,21.5,m,2,2011
3,10,86,21.5,f,2,2011
3,11,88,21.5,m,2,2012
3,12,93,21.5,m,2,2011
3,13,101,22,m,2,2012
3,14,101,22,f,4,2011
3,15,92,22,f,4,2012
3,16,95,22,f,2,2011
3,17,97,22,m,4,2011
3,18,103,22.5,m,4,2011
3,19,130,22.5,f,4,2011
3,20,91,22,f,4,2011
3,21,114,22.5,m,4,2011
3,22,102,22.5,f,4,2011
3,23,114,23,m,4,2010
3,24,104,23,m,4,2011
3,25,124,23,m,4,2011
3,26,133,23,f,4,2011
3,27,101,23,m,4,2012
3,28,135,23.5,m,4,2011
3,29,134,23.5,m,4,2011
3,30,140,23.5,m,4,2011
3,31,114,23.5,m,4,2011
3,32,106,23.5,f,4,2011
3,33,125,24.5,m,4,2011
3,34,129,24.5,m,4,2011
3,35,141,24,m,4,2011
3,36,134,24,m,4,2011
3,37,116,24,m,4,2011
3,38,127,24.5,m,4,2011
3,39,134,24.5,m,4,2011
3,40,128,24.5,m,4,2010
3,41,140,24.5,m,4,2011
3,42,130,24.5,f,4,2010
3,43,139,25.5,m,4,2009
3,44,157,25,f,4,2010
3,45,142,25,f,4,2011
3,46,155,25,f,4,2010
3,47,142,25,f,4,2011
3,48,152,25.5,m,4,2009
3,49,177,25.5,m,4,2011
3,50,132,25.5,f,4,2009
3,51,146,25.5,f,4,2010
3,52,152,25.5,f,4,2009
3,53,158,26,m,4,2010
3,54,178,26.5,m,4,2009
3,55,170,26,f,4,2010
3,56,159,26,m,4,2011
3,57,155,26,m,4,2010
3,58,167,26.5,m,4,2011
3,59,158,26.5,f,4,2010
3,60,179,26.5,f,4,2009
3,61,153,26.5,f,4,2009
3,62,185,26.5,f,4,2011
3,63,158,27,f,4,2010
3,64,170,27,m,4,2009
3,65,194,27,m,4,2010
3,66,190,27,m,4,2010
3,67,175,27,f,4,2010
3,68,181,27.5,f,4,2010
3,69,211,27.5,f,4,2008
3,70,192,27.5,f,4,2006
3,71,198,27.5,m,4,2008
3,72,185,27.5,m,4,2009
3,73,186,28,f,4,2008
3,74,205,28,m,4,2009
3,75,188,28,m,4,2006
3,76,219,28.5,m,4,2010
3,77,215,28,m,4,2009
3,78,196,28.5,f,4,2008
3,79,207,28.5,f,4,2007
3,80,185,28.5,f,4,2007
3,81,188,28.5,f,4,2010
3,82,213,28.5,m,4,2009
3,83,202,29,m,4,2008
3,84,216,29,f,4,2007
3,85,225,29,m,4,2008
3,86,202,29,m,4,2006
3,87,199,29,m,4,2009
3,88,297,29.5,m,4,2005
3,89,221,29.5,f,4,2008
3,90,270,29.5,f,4,2007
3,91,221,29.5,m,4,2007
3,92,239,29.5,f,4,2004
3,93,227,30,m,4,2007
3,94,245,30,m,4,2006
3,95,219,30,m,4,2007
3,96,255,31,m,4,2005
3,97,268,31,m,4,2007
4,1,71,20,m,2,2012
4,2,71,20,f,2,2012
4,3,76,20.5,f,2,2011
4,4,95,22,m,2,2011
4,5,87,22,f,2,2012
4,6,96,22.5,f,2,2011
4,7,96,22.5,m,4,2011
4,8,102,22.5,m,4,2011
4,9,93,22.5,m,4,2011
4,10,106,22.5,m,4,2011
4,11,105,23,f,4,2011
4,12,94,23,f,4,2011
4,13,112,23,f,2,2011
4,14,106,23,f,4,2011
4,15,105,23,f,4,2011
4,16,120,23.5,m,4,2011
4,17,109,23.5,m,4,2011
4,18,110,23.5,f,4,2011
4,19,122,23.5,f,4,2011
4,20,121,23.5,f,4,2011
4,21,116,24,m,4,2011
4,22,125,24,m,4,2011
4,23,121,24,f,4,2011
4,24,110,24,f,4,2011
4,25,123,24,f,4,2011
4,26,127,24.5,f,4,2011
4,27,113,24.5,m,4,2011
4,28,112,24.5,f,4,2011
4,29,131,24.5,m,4,2011
4,30,136,24.5,f,4,2011
4,31,146,25,f,4,2011
4,32,139,25,f,4,2011
4,33,131,25,f,4,2011
4,34,138,25,f,4,2011
4,35,134,25,f,4,2010
4,36,163,25.5,m,4,2011
4,37,159,25.5,f,4,2011
4,38,140,25.5,f,4,2011
4,39,148,25.5,f,4,2010
4,40,150,25.5,m,4,2010
4,41,162,26,m,4,2009
4,42,154,26,m,4,2010
4,43,149,26,f,4,2011
4,44,152,26,f,4,2010
4,45,130,26,f,4,2009
4,46,149,26.5,m,4,2010
4,47,180,26.5,m,4,2011
4,48,171,26.5,m,4,2010
4,49,165,26.5,m,4,2011
4,50,161,26.5,m,4,2010
4,51,183,27,m,4,2009
4,52,203,27,m,4,2009
4,53,175,27,m,4,2010
4,54,186,27,m,4,2009
4,55,168,27,m,4,2010
4,56,201,27.5,m,4,2010
4,57,198,27.5,f,4,2010
4,58,179,27.5,f,4,2010
4,59,171,27.5,m,4,2010
4,60,197,27.5,m,4,2009
4,61,195,28,f,4,2007
4,62,205,28,f,4,2009
4,63,203,28,f,4,2010
4,64,196,28,m,4,2007
4,65,193,28,m,4,2009
4,66,215,28.5,f,4,2007
4,67,202,28,f,4,2010
4,68,183,28.5,f,4,2008
4,69,199,28.5,m,4,2007
4,70,190,28.5,m,4,2006
4,71,212,29,f,4,2007
4,72,235,29,m,4,2009
4,73,218,29,f,4,2008
4,74,215,29,m,4,2007
4,75,232,29,m,4,2010
4,76,198,29.5,m,4,2004
4,77,238,29.5,m,4,2006
4,78,228,29.5,f,4,2010
4,79,265,29.5,m,4,2008
4,80,220,29.5,m,4,2006
4,81,236,30,m,4,2006
4,82,251,30,m,4,2007
4,83,245,30,m,4,2007
4,84,262,30,m,4,2009
4,85,290,30,m,4,2008
4,86,230,30.5,m,4,2005
4,87,271,30.5,m,4,2009
4,88,265,30.5,m,4,2006
4,89,264,30.5,f,4,2010
4,90,255,30.5,m,4,2007
4,91,252,31,f,4,2009
4,92,255,31,m,4,2006
7,1,88,20.5,f,4,2011
7,2,75,20.5,m,2,2011
7,3,78,21,m,2,2011
7,4,75,21.5,m,2,2011
7,5,99,22,f,4,2011
7,6,102,22,m,2,2011
7,7,96,22,m,2,2011
7,8,88,22,f,4,2011
7,9,97,22.5,f,4,2011
7,10,106,22.5,m,2,2011
7,11,92,22.5,m,2,2011
7,12,113,23,f,4,2011
7,13,120,23,m,4,2011
7,14,107,23,m,4,2011
7,15,101,23,f,4,2011
7,16,109,23,m,4,2011
7,17,103,23.5,m,4,2011
7,18,105,23.5,m,4,2011
7,19,110,23.5,f,4,2011
7,20,110,23.5,m,4,2011
7,21,109,23.5,f,4,2011
7,22,127,24,m,4,2011
7,23,128,24,f,4,2011
7,24,119,24,f,4,2010
7,25,142,24.5,m,4,2011
7,26,180,24.5,m,4,2010
7,27,138,24.5,f,4,2011
7,28,134,24.5,m,4,2011
7,29,126,24.5,f,4,2011
7,30,145,25.5,m,4,2011
7,31,133,25.5,m,4,2009
7,32,148,25.5,f,4,2011
7,33,143,25.5,m,4,2011
7,34,131,25,f,4,2010
7,35,151,25.5,m,4,2010
7,36,148,25.5,f,4,2009
7,37,163,25.5,m,4,2011
7,38,145,25.5,m,4,2011
7,39,139,25.5,f,4,2009
7,40,161,26,m,4,2009
7,41,187,26,f,4,2010
7,42,172,26,f,4,2010
7,43,161,26,f,4,2010
7,44,177,26,m,4,2011
7,45,182,26.5,f,4,2009
7,46,179,26.5,m,4,2009
7,47,172,26.5,m,4,2009
7,48,169,26.5,f,4,2009
7,49,190,26.5,f,4,2011
7,50,190,27,f,4,2009
7,51,185,27,f,4,2010
7,52,175,27,m,4,2010
7,53,187,27,f,4,2011
7,54,187,27,m,4,2010
7,55,186,27.5,f,4,2009
7,56,202,27.5,f,4,2009
7,57,199,27.5,f,4,2010
7,58,209,27,m,4,2009
7,59,186,27.5,f,4,2006
7,60,221,28,m,4,2009
7,61,195,28,f,4,2007
7,62,221,28,f,4,2007
7,63,222,28,m,4,2010
7,64,201,28,m,4,2007
7,65,238,28.5,m,4,2009
7,66,235,28.5,m,4,2007
7,67,198,28.5,f,4,2009
7,68,211,28.5,m,4,2007
7,69,213,28.5,m,4,2009
7,70,215,29,f,4,2006
7,71,255,29,f,4,2009
7,72,246,29,f,4,2007
7,73,260,29,f,4,2008
7,74,211,29,m,4,2007
7,75,271,29.5,f,4,2007
7,76,250,29.5,m,4,2010
7,77,248,29.5,f,4,2008
7,78,238,29.5,m,4,2009
7,79,230,29.5,f,4,2009
7,80,249,30,m,4,2007
7,81,238,30,f,4,2008
7,82,267,30,m,4,2006
7,83,231,30,f,4,2007
7,84,225,30,f,4,2007
7,85,259,30.5,m,4,2008
7,86,256,30.5,f,4,2007
7,87,267,32.5,f,4,2006
7,88,263,32,m,4,2006
8,1,45,17.5,m,2,2012
8,2,54,18.5,m,2,2012
8,3,66,19.5,m,2,2012
8,4,59,19.5,m,2,2012
8,5,76,20.5,f,2,2012
8,6,68,20,m,2,2012
8,7,75,20.5,m,2,2012
8,8,75,21,f,2,2012
8,9,85,21,f,2,2012
8,10,89,21.5,m,2,2011
8,11,90,21.5,m,2,2012
8,12,77,21,m,2,2012
8,13,92,22,m,2,2012
8,14,92,22,m,2,2011
8,15,89,22,m,4,2011
8,16,94,22,m,4,2012
8,17,110,22,m,4,2011
8,18,96,22.5,f,2,2012
8,19,92,22.5,m,2,2011
8,20,103,22.5,f,2,2011
8,21,108,22.5,m,2,2011
8,22,106,22.5,m,2,2011
8,23,111,23,m,4,2011
8,24,98,23,m,2,2011
8,25,100,23,m,4,2011
8,26,96,23,m,4,2011
8,27,103,23,f,4,2011
8,28,117,23.5,f,4,2011
8,29,114,23.5,m,4,
8,30,101,23.5,f,4,2011
8,31,114,23.5,f,4,2011
8,32,112,23.5,m,4,2011
8,33,120,24,f,4,2011
8,34,102,24,f,4,2011
8,35,116,24,f,2,2011
8,36,112,24,m,4,2011
8,37,132,24,m,4,2011
8,38,130,24.5,m,4,2011
8,39,140,24.5,m,4,2011
8,40,130,24.5,m,4,2011
8,41,132,24.5,f,4,2011
8,42,144,24.5,m,4,2011
8,43,130,25,f,4,2011
8,44,152,25,f,4,2011
8,45,138,25,f,4,2009
8,46,135,25,m,4,2011
8,47,134,25.5,m,4,2010
8,48,157,25.5,f,4,2009
8,49,147,25.5,m,4,2011
8,50,144,25.5,f,4,2011
8,51,158,25.5,m,4,2011
8,52,147,26,m,4,2011
8,53,140,26,m,4,2010
8,54,142,26,m,4,2011
8,55,154,26.5,f,4,2010
8,56,161,26,f,4,2009
8,57,152,26.5,f,4,2011
8,58,172,26,m,4,2011
8,59,167,26,f,4,2008
8,60,172,26,m,4,2010
8,61,167,26.5,m,4,2011
8,62,186,27,f,4,2010
8,63,174,27,f,4,2011
8,64,174,27,f,4,2010
8,65,193,27,m,4,2009
8,66,158,27,m,4,2011
8,67,189,27.5,m,4,2009
8,68,197,27.5,f,4,2009
8,69,174,27.5,m,4,2010
8,70,188,27.5,m,4,2011
8,71,190,27.5,f,4,2008
8,72,191,28,f,4,2010
8,73,194,28,m,4,2008
8,74,198,28,f,4,2007
8,75,209,28,m,4,2007
8,76,197,28,m,4,2007
8,77,207,28.5,m,4,2007
8,78,211,28.5,f,4,2007
8,79,203,28.5,m,4,2006
8,80,198,28.5,f,4,2010
8,81,195,28.5,f,4,2007
8,82,215,29,f,4,2011
8,83,216,29,m,4,2008
8,84,190,29,m,4,2008
8,85,247,29,m,4,2009
8,86,224,29,f,4,2009
8,87,231,29.5,m,4,2006
8,88,193,29.5,m,4,2006
8,89,238,29.5,f,4,2007
8,90,199,29.5,m,4,2006
8,91,242,30,m,4,2006
8,92,230,30,f,4,2005
8,93,220,29.5,m,4,2007
8,94,240,30,f,4,2007
8,95,250,30,f,4,2007
8,96,223,30.5,m,4,2006
8,97,255,30.5,f,4,2007
8,98,248,31,m,4,2005
8,99,297,31.5,f,4,2006
9,1,72,21,m,2,2012
9,2,87,21.5,m,2,2011
9,3,85,21.5,m,2,2012
9,4,83,21.5,f,2,2012
9,5,83,21.5,m,2,2012
9,6,88,22,m,2,2011
9,7,90,22,f,4,2011
9,8,98,22.5,f,4,2011
9,9,99,22.5,f,4,2011
9,10,98,22.5,m,2,2011
9,11,96,22.5,m,4,2011
9,12,105,22.5,m,4,2011
9,13,101,23,m,2,2012
9,14,98,23,m,4,2010
9,15,104,23,f,4,2011
9,16,97,23,m,4,2011
9,17,102,23,f,4,2011
9,18,112,23.5,f,4,2011
9,19,115,23.5,m,4,2011
9,20,117,23.5,f,4,2011
9,21,112,23.5,m,4,2010
9,22,113,23.5,f,4,2011
9,23,125,24,m,4,2011
9,24,123,24,m,4,2011
9,25,105,24,f,4,2011
9,26,105,24,m,4,2011
9,27,114,24,f,4,2011
9,28,140,24.5,f,4,2011
9,29,113,24.5,f,4,2011
9,30,118,24.5,f,4,2011
9,31,121,24.5,f,4,2011
9,32,134,24.5,f,4,2011
9,33,135,25,m,4,2011
9,34,130,25,m,4,2010
9,35,133,25,f,4,2011
9,36,132,25,f,4,2010
9,37,125,25,m,4,2010
9,38,141,25.5,m,4,2010
9,39,135,25,f,4,2010
9,40,130,25,m,4,2011
9,41,142,25.5,m,4,2010
9,42,136,25.5,m,4,2009
9,43,145,26,m,4,2011
9,44,148,26,m,4,2009
9,45,153,26,f,4,2009
9,46,147,26,m,4,2011
9,47,140,26,m,4,2009
9,48,179,26.5,f,4,2011
9,49,168,26.5,f,4,2011
9,50,172,26.5,m,4,2010
9,51,166,26.5,f,4,2010
9,52,158,26.5,f,4,2011
9,53,168,27,m,4,2009
9,54,161,27,m,4,2009
9,55,174,27,m,4,2011
9,56,185,27,f,4,2010
9,57,151,27,m,4,2009
9,58,191,27.5,m,4,2009
9,59,188,27.5,f,4,2010
9,60,196,27.5,f,4,2009
9,61,174,28,m,4,2010
9,62,182,28,m,4,2009
9,63,222,28,m,4,2010
9,64,212,28,m,4,2009
9,65,190,28,f,4,2009
9,66,220,29,m,4,2009
9,67,209,29,m,4,2006
9,68,213,29,m,4,2008
9,69,207,29,m,4,2007
9,70,213,29.5,m,4,2007
9,71,186,29.5,m,4,2007
9,72,209,29.5,m,4,2006
16,1,63,19,m,2,2012
16,2,62,19.5,m,2,2012
16,3,71,20.5,m,2,2012
16,4,68,20.5,m,2,2012
16,5,78,20.5,m,2,2012
16,6,79,20.5,m,2,2012
16,7,79,21,m,4,2012
16,8,81,21,m,2,2012
16,9,92,21,f,4,2011
16,10,93,21,m,2,2011
16,11,82,21,m,2,2012
16,12,88,21.5,m,4,2012
16,13,89,21.5,f,4,2011
16,14,90,21,m,4,2011
16,15,87,21.5,m,4,2012
16,16,95,21.5,m,4,2011
16,17,106,22,f,4,2011
16,18,100,22,m,2,2012
16,19,104,22,m,4,2011
16,20,90,22,m,4,
16,21,99,22,f,4,2012
16,22,112,22.5,f,4,2011
16,23,109,22.5,f,4,2011
16,24,113,22.5,f,4,2011
16,25,107,22.5,f,4,2011
16,26,97,22.5,f,4,2011
16,27,116,23,f,4,2011
16,28,125,23,f,4,2012
16,29,126,23,m,4,2011
16,30,109,23,m,4,2011
16,31,122,23,f,4,2011
16,32,122,23.5,f,4,2011
16,33,131,23.5,m,4,2011
16,34,111,23.5,m,4,2011
16,35,129,23.5,m,4,2011
16,36,130,23.5,m,4,2011
16,37,134,24,m,4,2011
16,38,129,24,f,4,2011
16,39,128,24,m,4,2011
16,40,144,24,f,4,2011
16,41,135,24.5,m,4,2011
16,42,157,24.5,m,4,2011
16,43,136,24.5,f,4,2011
16,44,128,24.5,m,4,2011
16,45,122,24,f,4,2011
16,46,151,24.5,m,4,2011
16,47,137,25,m,4,2011
16,48,151,25,m,4,2010
16,49,154,25,f,4,2011
16,50,138,25,m,4,2011
16,51,145,25,f,4,2010
16,52,156,25.5,m,4,2010
16,53,155,25.5,m,4,2011
16,54,135,25.5,f,4,2010
16,55,155,25.5,f,4,2009
16,56,152,25.5,m,4,2010
16,57,143,26,f,4,2010
16,58,179,26,f,4,2009
16,59,172,26,f,4,2008
16,60,159,26,m,4,2011
16,61,179,26,m,4,2009
16,62,172,26.5,m,4,2010
16,63,175,26.5,m,4,2009
16,64,191,26.5,m,4,2009
16,65,181,26.5,f,4,2008
16,66,184,26.5,m,4,2011
16,67,172,27,m,4,2009
16,68,190,27,f,4,2011
16,69,180,27,m,4,2010
16,70,173,27,f,4,2009
16,71,189,27,m,4,2009
16,72,178,27.5,f,4,2009
16,73,201,27.5,f,4,2009
16,74,188,27.5,f,4,2009
16,75,182,27.5,f,4,2009
16,76,186,27.5,m,4,2008
16,77,235,28,f,4,2009
16,78,237,28,m,4,2009
16,79,192,28,m,4,2009
16,80,196,28,f,4,2009
16,81,212,28,m,4,2010
16,82,202,28.5,f,4,2009
16,83,212,28.5,f,4,2008
16,84,289,28.5,f,4,2007
16,85,233,28.5,m,4,2008
16,86,248,28.5,m,4,2009
16,87,234,29,m,4,2010
16,88,188,29,f,4,2007
16,89,219,29,m,4,2006
16,90,220,29,m,4,2008
16,91,202,29,m,4,2006
16,92,229,29.5,m,4,2006
16,93,231,29.5,m,4,2006
16,94,229,29.5,m,4,2006
16,95,199,29.5,m,4,2006
16,96,203,29.5,m,4,2005
16,97,231,30,f,4,2005
16,98,230,30,f,4,2008
16,99,222,30,m,4,2007
16,100,250,30,f,4,2006
16,101,262,30,m,4,2007
16,102,285,30.5,f,4,2005
16,103,257,31,m,4,2006
17,1,33,16.5,m,2,2012
17,2,33,16.5,m,2,2012
17,3,34,16.5,m,2,2012
17,4,29,16.5,m,2,2012
17,5,37,17,m,2,2012
17,6,36,17,m,2,2012
17,7,33,17,f,2,2012
17,8,35,17,m,2,2012
17,9,42,17.5,f,2,2012
17,10,39,17.5,f,2,2012
17,11,39,17.5,m,2,2012
17,12,44,18,m,2,2012
17,13,44,18,m,2,2012
17,14,45,18,m,2,2012
17,15,39,18,f,2,2012
17,16,43,18,f,2,2012
17,17,45,18.5,m,2,2012
17,18,45,18.5,m,2,2012
17,19,50,18.5,m,2,2012
17,20,48,18.5,m,2,2012
17,21,48,18.5,m,2,2012
17,22,49,18.5,f,2,2012
17,23,54,19,m,2,2012
17,24,54,19,m,2,2012
17,25,51,19,m,2,2012
17,26,49,19,m,2,2012
17,27,54,19.5,f,2,2012
17,28,58,19.5,m,2,2012
17,29,59,19.5,m,2,2012
17,30,52,19.5,m,2,2012
17,31,60,19.5,m,2,2012
17,32,61,20,m,2,2012
17,33,61,20,f,2,2012
17,34,64,20,m,2,2012
17,35,58,20,f,2,2012
17,36,60,20,m,2,2012
17,37,65,20.5,m,2,2012
17,38,60,20,m,2,2012
17,39,60,20,m,2,2012
17,40,64,20.5,m,2,2012
17,41,67,20.5,m,2,2012
17,42,72,21,f,2,2012
17,43,73,21,f,2,2012
17,44,70,21,m,2,2012
17,45,68,21.5,m,2,2012
17,46,74,21,m,2,2012
17,47,71,21.5,m,2,2012
17,48,81,21.5,f,2,2011
17,49,79,21.5,f,2,2012
17,50,83,21.5,m,2,2012
17,51,67,21.5,f,2,2012
17,52,83,22,m,4,2012
17,53,76,22,f,4,2012
17,54,76,22,f,2,2011
17,55,89,22,f,4,2012
17,56,85,22,f,4,2011
17,57,98,22.5,m,4,2011
17,58,104,22.5,m,4,2011
17,59,103,22.5,f,4,2011
17,60,99,22.5,m,2,2012
17,61,97,23,m,2,
17,62,140,27.5,f,4,
18,1,34,17,m,2,2012
18,2,41,17.5,m,2,2012
18,3,42,17.5,m,2,2012
18,4,41,18,m,2,2012
18,5,43,18,m,2,2012
18,6,48,18.5,m,2,2012
18,7,42,18.5,m,2,2012
18,8,52,18.5,m,2,2012
18,9,46,18.5,m,2,2012
18,10,49,18.5,f,2,2012
18,11,51,19,m,2,2012
18,12,54,19,f,2,2012
18,13,60,19,m,2,2012
18,14,55,19,m,2,2012
18,15,53,19,m,2,2012
18,16,56,19.5,f,2,2012
18,17,57,19.5,f,2,2012
18,18,55,19.5,f,2,2012
18,19,57,19.5,f,2,2012
18,20,61,19.5,f,2,2012
18,21,64,20,m,2,2012
18,22,64,20,m,2,2012
18,23,66,20,f,2,2012
18,24,59,20,m,2,2012
18,25,67,20,m,2,2012
18,26,67,20.5,m,2,2012
18,27,69,20.5,m,4,2012
18,28,62,20,f,2,2012
18,29,69,20.5,f,2,2012
18,30,70,20.5,m,2,2012
18,31,68,21,f,2,2012
18,32,76,21,f,2,2012
18,33,70,21,m,2,2012
18,34,73,21,f,2,2012
18,35,69,21,f,2,2012
18,36,80,21.5,m,2,2012
18,37,82,21.5,m,2,2012
18,38,87,21.5,f,4,2012
18,39,83,21.5,f,2,2012
18,40,78,21.5,f,4,2012
18,41,84,22,m,4,2012
18,42,93,22,f,4,2011
18,43,87,22,m,2,2012
18,44,84,22,m,2,2012
18,45,90,22,m,4,2011
18,46,96,22.5,m,4,2010
18,47,98,23,m,4,2011
18,48,97,23,f,4,2011
18,49,99,23,f,4,2011
18,50,119,23.5,f,4,2011
18,51,111,24,f,4,2011
20,1,59,18.5,m,2,2012
20,2,55,18.5,m,2,2012
20,3,59,19,m,2,2012
20,4,66,19,f,2,2011
20,5,59,19.5,m,2,2012
20,6,62,19.5,m,2,2012
20,7,65,19.5,m,2,2012
20,8,61,19.5,m,2,2012
20,9,67,20,m,2,2012
20,10,66,20,m,2,2012
20,11,66,20,f,4,2012
20,12,61,20,m,4,2012
20,13,69,20,m,2,2011
20,14,71,20.5,m,2,2012
20,15,77,20.5,m,2,2011
20,16,66,20.5,m,2,2011
20,17,73,20.5,m,2,2011
20,18,74,21,f,2,2012
20,19,74,21,m,2,2012
20,20,79,21,f,2,2011
20,21,82,21.5,m,2,2012
