haul,fishno,weight,length,sex,mat,age
22,73,93,21.5,m,4,2010
22,74,91,22,f,4,2010
22,75,87,22,m,2,2011
22,76,86,22,m,4,2010
22,77,87,22.5,f,2,2010
22,78,93,22.5,f,4,2010
22,79,98,23,m,2,2011
22,80,130,25,m,4,2009
22,81,121,25.5,f,4,2009
22,82,138,25.5,f,4,2010
22,83,161,26,m,4,2010
