Country,Vessel,Cruise,Log,Year,Month,Day,Hour,Min,AcLat,AcLon,Logint,Frequency,Sv_threshold,Process_ID,Interval
NL,PBVO,HERAS2013,131,2013,7,3,10,54,58.397,-1.226,1,38000,-70,,131
NL,PBVO,HERAS2013,132,2013,7,3,10,59,58.397,-1.258,1,38000,-70,,132
NL,PBVO,HERAS2013,133,2013,7,3,11,5,58.398,-1.289,1,38000,-70,,133
NL,PBVO,HERAS2013,134,2013,7,3,11,11,58.398,-1.321,1,38000,-70,,134
NL,PBVO,HERAS2013,135,2013,7,3,11,16,58.399,-1.353,1,38000,-70,,135
NL,PBVO,HERAS2013,136,2013,7,3,11,22,58.399,-1.384,1,38000,-70,,136
NL,PBVO,HERAS2013,137,2013,7,3,11,28,58.4,-1.416,0.7,38000,-70,,137
NL,PBVO,HERAS2013,147,2013,7,3,13,42,58.403,-1.454,1,38000,-70,,147
NL,PBVO,HERAS2013,148,2013,7,3,13,48,58.402,-1.486,1,38000,-70,,148
NL,PBVO,HERAS2013,149,2013,7,3,13,54,58.401,-1.517,1,38000,-70,,149
NL,PBVO,HERAS2013,150,2013,7,3,13,59,58.401,-1.549,1,38000,-70,,150
NL,PBVO,HERAS2013,151,2013,7,3,14,5,58.401,-1.58,1,38000,-70,,151
NL,PBVO,HERAS2013,152,2013,7,3,14,10,58.401,-1.612,1,38000,-70,,152
NL,PBVO,HERAS2013,153,2013,7,3,14,16,58.401,-1.643,1,38000,-70,,153
NL,PBVO,HERAS2013,154,2013,7,3,14,21,58.401,-1.675,1,38000,-70,,154
NL,PBVO,HERAS2013,155,2013,7,3,14,27,58.4,-1.706,1,38000,-70,,155
NL,PBVO,HERAS2013,156,2013,7,3,14,32,58.4,-1.738,1,38000,-70,,156
NL,PBVO,HERAS2013,157,2013,7,3,14,38,58.4,-1.769,1,38000,-70,,157
NL,PBVO,HERAS2013,158,2013,7,3,14,43,58.4,-1.801,1,38000,-70,,158
NL,PBVO,HERAS2013,159,2013,7,3,14,49,58.399,-1.832,1,38000,-70,,159
NL,PBVO,HERAS2013,160,2013,7,3,14,55,58.399,-1.864,1,38000,-70,,160
NL,PBVO,HERAS2013,161,2013,7,3,15,0,58.398,-1.896,1,38000,-70,,161
NL,PBVO,HERAS2013,162,2013,7,3,15,6,58.398,-1.927,1,38000,-70,,162
NL,PBVO,HERAS2013,163,2013,7,3,15,12,58.399,-1.958,1,38000,-70,,163
NL,PBVO,HERAS2013,164,2013,7,3,15,17,58.399,-1.99,1,38000,-70,,164
NL,PBVO,HERAS2013,165,2013,7,3,15,23,58.4,-2.021,1,38000,-70,,165
NL,PBVO,HERAS2013,166,2013,7,3,15,30,58.4,-2.053,1,38000,-70,,166
NL,PBVO,HERAS2013,167,2013,7,3,15,37,58.401,-2.085,1,38000,-70,,167
NL,PBVO,HERAS2013,168,2013,7,3,15,43,58.401,-2.116,1,38000,-70,,168
NL,PBVO,HERAS2013,169,2013,7,3,15,48,58.401,-2.147,1,38000,-70,,169
NL,PBVO,HERAS2013,170,2013,7,3,15,54,58.401,-2.179,1,38000,-70,,170
NL,PBVO,HERAS2013,171,2013,7,3,16,0,58.402,-2.21,1,38000,-70,,171
NL,PBVO,HERAS2013,172,2013,7,3,16,5,58.402,-2.241,1,38000,-70,,172
NL,PBVO,HERAS2013,173,2013,7,3,16,11,58.402,-2.272,1,38000,-70,,173
NL,PBVO,HERAS2013,174,2013,7,3,16,17,58.402,-2.303,1,38000,-70,,174
NL,PBVO,HERAS2013,175,2013,7,3,16,22,58.401,-2.335,1,38000,-70,,175
NL,PBVO,HERAS2013,176,2013,7,3,16,28,58.401,-2.366,1,38000,-70,,176
NL,PBVO,HERAS2013,177,2013,7,3,16,33,58.4,-2.397,1,38000,-70,,177
NL,PBVO,HERAS2013,178,2013,7,3,16,39,58.4,-2.429,1,38000,-70,,178
NL,PBVO,HERAS2013,181,2013,7,3,17,2,58.405,-2.501,1,38000,-70,,181
NL,PBVO,HERAS2013,182,2013,7,3,17,8,58.403,-2.532,1,38000,-70,,182
NL,PBVO,HERAS2013,183,2013,7,3,17,14,58.402,-2.563,1,38000,-70,,183
NL,PBVO,HERAS2013,184,2013,7,3,17,21,58.4,-2.594,1,38000,-70,,184
NL,PBVO,HERAS2013,185,2013,7,3,17,28,58.392,-2.622,1,38000,-70,,185
NL,PBVO,HERAS2013,186,2013,7,3,17,37,58.383,-2.647,1,38000,-70,,186
NL,PBVO,HERAS2013,187,2013,7,3,17,45,58.372,-2.672,1,38000,-70,,187
NL,PBVO,HERAS2013,188,2013,7,3,17,54,58.362,-2.696,1,38000,-70,,188
NL,PBVO,HERAS2013,189,2013,7,3,18,2,58.352,-2.722,1,38000,-70,,189
NL,PBVO,HERAS2013,190,2013,7,3,18,7,58.342,-2.747,1,38000,-70,,190
NL,PBVO,HERAS2013,191,2013,7,3,18,13,58.332,-2.773,1,38000,-70,,191
NL,PBVO,HERAS2013,192,2013,7,3,18,18,58.322,-2.798,1,38000,-70,,192
NL,PBVO,HERAS2013,193,2013,7,3,18,24,58.312,-2.823,1,38000,-70,,193
NL,PBVO,HERAS2013,194,2013,7,3,18,29,58.302,-2.849,1,38000,-70,,194
NL,PBVO,HERAS2013,195,2013,7,3,18,35,58.292,-2.874,1,38000,-70,,195
NL,PBVO,HERAS2013,196,2013,7,3,18,40,58.282,-2.9,1,38000,-70,,196
NL,PBVO,HERAS2013,197,2013,7,3,18,46,58.272,-2.925,1,38000,-70,,197
NL,PBVO,HERAS2013,198,2013,7,3,18,52,58.263,-2.951,1,38000,-70,,198
NL,PBVO,HERAS2013,199,2013,7,3,18,57,58.253,-2.977,1,38000,-70,,199
NL,PBVO,HERAS2013,201,2013,7,3,19,9,58.233,-3.03,1,38000,-70,,201
NL,PBVO,HERAS2013,202,2013,7,3,19,14,58.222,-3.054,1,38000,-70,,202
NL,PBVO,HERAS2013,204,2013,7,3,19,32,58.207,-3.093,1,38000,-70,,204
NL,PBVO,HERAS2013,205,2013,7,3,19,38,58.206,-3.062,1,38000,-70,,205
NL,PBVO,HERAS2013,206,2013,7,3,19,44,58.206,-3.031,1,38000,-70,,206
NL,PBVO,HERAS2013,207,2013,7,3,19,50,58.206,-3,1,38000,-70,,207
NL,PBVO,HERAS2013,208,2013,7,3,19,56,58.205,-2.968,1,38000,-70,,208
NL,PBVO,HERAS2013,209,2013,7,3,20,2,58.205,-2.937,1,38000,-70,,209
NL,PBVO,HERAS2013,210,2013,7,3,20,8,58.205,-2.906,1,38000,-70,,210
NL,PBVO,HERAS2013,211,2013,7,3,20,13,58.205,-2.875,1,38000,-70,,211
NL,PBVO,HERAS2013,212,2013,7,3,20,19,58.204,-2.843,1,38000,-70,,212
NL,PBVO,HERAS2013,213,2013,7,3,20,25,58.204,-2.812,1,38000,-70,,213
NL,PBVO,HERAS2013,214,2013,7,3,20,31,58.204,-2.781,1,38000,-70,,214
NL,PBVO,HERAS2013,217,2013,7,3,20,48,58.203,-2.686,1,38000,-70,,217
NL,PBVO,HERAS2013,218,2013,7,3,20,54,58.203,-2.655,1,38000,-70,,218
NL,PBVO,HERAS2013,227,2013,7,4,1,58,58.205,-2.606,1,38000,-70,,227
NL,PBVO,HERAS2013,228,2013,7,4,2,3,58.203,-2.575,1,38000,-70,,228
NL,PBVO,HERAS2013,229,2013,7,4,2,9,58.201,-2.544,1,38000,-70,,229
NL,PBVO,HERAS2013,230,2013,7,4,2,16,58.2,-2.513,1,38000,-70,,230
NL,PBVO,HERAS2013,231,2013,7,4,2,22,58.2,-2.482,1,38000,-70,,231
NL,PBVO,HERAS2013,232,2013,7,4,2,28,58.2,-2.451,1,38000,-70,,232
NL,PBVO,HERAS2013,233,2013,7,4,2,34,58.2,-2.419,1,38000,-70,,233
NL,PBVO,HERAS2013,234,2013,7,4,2,40,58.2,-2.388,1,38000,-70,,234
NL,PBVO,HERAS2013,235,2013,7,4,2,46,58.201,-2.357,1,38000,-70,,235
NL,PBVO,HERAS2013,236,2013,7,4,2,52,58.201,-2.326,1,38000,-70,,236
NL,PBVO,HERAS2013,237,2013,7,4,2,58,58.201,-2.295,1,38000,-70,,237
NL,PBVO,HERAS2013,238,2013,7,4,3,4,58.201,-2.263,1,38000,-70,,238
NL,PBVO,HERAS2013,239,2013,7,4,3,10,58.201,-2.232,1,38000,-70,,239
NL,PBVO,HERAS2013,240,2013,7,4,3,16,58.201,-2.201,1,38000,-70,,240
NL,PBVO,HERAS2013,241,2013,7,4,3,22,58.201,-2.169,1,38000,-70,,241
NL,PBVO,HERAS2013,242,2013,7,4,3,28,58.201,-2.138,1,38000,-70,,242
NL,PBVO,HERAS2013,243,2013,7,4,3,34,58.201,-2.107,1,38000,-70,,243
NL,PBVO,HERAS2013,244,2013,7,4,3,40,58.201,-2.075,1,38000,-70,,244
NL,PBVO,HERAS2013,245,2013,7,4,3,46,58.201,-2.044,1,38000,-70,,245
NL,PBVO,HERAS2013,246,2013,7,4,3,52,58.201,-2.012,1,38000,-70,,246
NL,PBVO,HERAS2013,247,2013,7,4,3,58,58.2,-1.981,1,38000,-70,,247
NL,PBVO,HERAS2013,248,2013,7,4,4,4,58.2,-1.949,1,38000,-70,,248
NL,PBVO,HERAS2013,249,2013,7,4,4,9,58.2,-1.918,1,38000,-70,,249
NL,PBVO,HERAS2013,250,2013,7,4,4,15,58.199,-1.886,1,38000,-70,,250
NL,PBVO,HERAS2013,251,2013,7,4,4,21,58.199,-1.854,1,38000,-70,,251
NL,PBVO,HERAS2013,252,2013,7,4,4,27,58.199,-1.823,1,38000,-70,,252
NL,PBVO,HERAS2013,253,2013,7,4,4,33,58.199,-1.791,1,38000,-70,,253
NL,PBVO,HERAS2013,254,2013,7,4,4,39,58.199,-1.759,1,38000,-70,,254
NL,PBVO,HERAS2013,255,2013,7,4,4,45,58.199,-1.728,1,38000,-70,,255
NL,PBVO,HERAS2013,256,2013,7,4,4,51,58.2,-1.696,1,38000,-70,,256
NL,PBVO,HERAS2013,257,2013,7,4,4,57,58.2,-1.665,1,38000,-70,,257
NL,PBVO,HERAS2013,268,2013,7,4,7,3,58.2,-1.631,1,38000,-70,,268
NL,PBVO,HERAS2013,269,2013,7,4,7,9,58.2,-1.599,1,38000,-70,,269
NL,PBVO,HERAS2013,270,2013,7,4,7,14,58.2,-1.567,1,38000,-70,,270
NL,PBVO,HERAS2013,271,2013,7,4,7,20,58.2,-1.535,1.7,38000,-70,,271
NL,PBVO,HERAS2013,273,2013,7,4,7,41,58.2,-1.473,1,38000,-70,,273
NL,PBVO,HERAS2013,274,2013,7,4,7,47,58.201,-1.442,1,38000,-70,,274
NL,PBVO,HERAS2013,275,2013,7,4,7,52,58.201,-1.41,1,38000,-70,,275
NL,PBVO,HERAS2013,276,2013,7,4,7,58,58.201,-1.378,1,38000,-70,,276
NL,PBVO,HERAS2013,277,2013,7,4,8,4,58.201,-1.346,1,38000,-70,,277
NL,PBVO,HERAS2013,278,2013,7,4,8,9,58.201,-1.314,1,38000,-70,,278
NL,PBVO,HERAS2013,279,2013,7,4,8,15,58.201,-1.282,1,38000,-70,,279
NL,PBVO,HERAS2013,280,2013,7,4,8,21,58.2,-1.25,1,38000,-70,,280
NL,PBVO,HERAS2013,281,2013,7,4,8,26,58.2,-1.218,1,38000,-70,,281
NL,PBVO,HERAS2013,282,2013,7,4,8,32,58.2,-1.186,1,38000,-70,,282
NL,PBVO,HERAS2013,283,2013,7,4,8,38,58.2,-1.154,1,38000,-70,,283
NL,PBVO,HERAS2013,284,2013,7,4,8,43,58.2,-1.122,1,38000,-70,,284
NL,PBVO,HERAS2013,285,2013,7,4,8,49,58.2,-1.09,1,38000,-70,,285
NL,PBVO,HERAS2013,286,2013,7,4,8,55,58.199,-1.058,1,38000,-70,,286
NL,PBVO,HERAS2013,287,2013,7,4,9,0,58.199,-1.026,1,38000,-70,,287
NL,PBVO,HERAS2013,288,2013,7,4,9,6,58.199,-0.994,1,38000,-70,,288
NL,PBVO,HERAS2013,289,2013,7,4,9,12,58.198,-0.962,1,38000,-70,,289
NL,PBVO,HERAS2013,290,2013,7,4,9,17,58.198,-0.93,1,38000,-70,,290
NL,PBVO,HERAS2013,291,2013,7,4,9,23,58.198,-0.898,1,38000,-70,,291
NL,PBVO,HERAS2013,292,2013,7,4,9,29,58.198,-0.866,1,38000,-70,,292
NL,PBVO,HERAS2013,293,2013,7,4,9,34,58.199,-0.835,1,38000,-70,,293
NL,PBVO,HERAS2013,305,2013,7,4,11,56,58.201,-0.788,1,38000,-70,,305
NL,PBVO,HERAS2013,306,2013,7,4,12,2,58.201,-0.757,1,38000,-70,,306
NL,PBVO,HERAS2013,307,2013,7,4,12,7,58.201,-0.725,1,38000,-70,,307
NL,PBVO,HERAS2013,308,2013,7,4,12,13,58.202,-0.694,1,38000,-70,,308
NL,PBVO,HERAS2013,309,2013,7,4,12,19,58.202,-0.662,1,38000,-70,,309
NL,PBVO,HERAS2013,310,2013,7,4,12,24,58.202,-0.63,1,38000,-70,,310
NL,PBVO,HERAS2013,311,2013,7,4,12,30,58.202,-0.599,1,38000,-70,,311
NL,PBVO,HERAS2013,312,2013,7,4,12,36,58.202,-0.567,1,38000,-70,,312
NL,PBVO,HERAS2013,313,2013,7,4,12,42,58.201,-0.536,1,38000,-70,,313
NL,PBVO,HERAS2013,314,2013,7,4,12,48,58.201,-0.504,1,38000,-70,,314
NL,PBVO,HERAS2013,315,2013,7,4,12,54,58.201,-0.473,1,38000,-70,,315
NL,PBVO,HERAS2013,316,2013,7,4,12,59,58.201,-0.441,1,38000,-70,,316
NL,PBVO,HERAS2013,317,2013,7,4,13,5,58.2,-0.409,1,38000,-70,,317
NL,PBVO,HERAS2013,318,2013,7,4,13,11,58.2,-0.378,1,38000,-70,,318
NL,PBVO,HERAS2013,319,2013,7,4,13,17,58.2,-0.347,1,38000,-70,,319
NL,PBVO,HERAS2013,320,2013,7,4,13,23,58.199,-0.315,1,38000,-70,,320
NL,PBVO,HERAS2013,321,2013,7,4,13,29,58.199,-0.284,1,38000,-70,,321
NL,PBVO,HERAS2013,322,2013,7,4,13,34,58.199,-0.252,1,38000,-70,,322
NL,PBVO,HERAS2013,323,2013,7,4,13,40,58.199,-0.221,1,38000,-70,,323
NL,PBVO,HERAS2013,324,2013,7,4,13,46,58.199,-0.19,1,38000,-70,,324
NL,PBVO,HERAS2013,325,2013,7,4,13,51,58.2,-0.158,1,38000,-70,,325
NL,PBVO,HERAS2013,326,2013,7,4,13,57,58.2,-0.127,1,38000,-70,,326
NL,PBVO,HERAS2013,327,2013,7,4,14,2,58.2,-0.096,1,38000,-70,,327
NL,PBVO,HERAS2013,328,2013,7,4,14,8,58.201,-0.064,1,38000,-70,,328
NL,PBVO,HERAS2013,329,2013,7,4,14,13,58.203,-0.033,1,38000,-70,,329
NL,PBVO,HERAS2013,330,2013,7,4,14,19,58.206,-0.002,1,38000,-70,,330
NL,PBVO,HERAS2013,331,2013,7,4,14,24,58.209,0.029,1,38000,-70,,331
NL,PBVO,HERAS2013,332,2013,7,4,14,29,58.212,0.06,1,38000,-70,,332
NL,PBVO,HERAS2013,333,2013,7,4,14,34,58.214,0.091,1,38000,-70,,333
NL,PBVO,HERAS2013,334,2013,7,4,14,39,58.216,0.122,1,38000,-70,,334
NL,PBVO,HERAS2013,335,2013,7,4,14,45,58.214,0.154,1,38000,-70,,335
NL,PBVO,HERAS2013,336,2013,7,4,14,50,58.212,0.185,1,38000,-70,,336
NL,PBVO,HERAS2013,337,2013,7,4,14,55,58.211,0.216,1,38000,-70,,337
NL,PBVO,HERAS2013,338,2013,7,4,15,0,58.209,0.248,1,38000,-70,,338
NL,PBVO,HERAS2013,339,2013,7,4,15,5,58.207,0.279,1,38000,-70,,339
NL,PBVO,HERAS2013,340,2013,7,4,15,11,58.205,0.31,1,38000,-70,,340
NL,PBVO,HERAS2013,341,2013,7,4,15,16,58.203,0.341,1,38000,-70,,341
NL,PBVO,HERAS2013,342,2013,7,4,15,22,58.203,0.373,1,38000,-70,,342
NL,PBVO,HERAS2013,343,2013,7,4,15,28,58.203,0.404,1,38000,-70,,343
NL,PBVO,HERAS2013,344,2013,7,4,15,33,58.203,0.436,1,38000,-70,,344
NL,PBVO,HERAS2013,345,2013,7,4,15,39,58.203,0.467,0.8,38000,-70,,345
NL,PBVO,HERAS2013,347,2013,7,4,15,59,58.205,0.518,1,38000,-70,,347
NL,PBVO,HERAS2013,348,2013,7,4,16,5,58.203,0.549,1,38000,-70,,348
NL,PBVO,HERAS2013,349,2013,7,4,16,11,58.203,0.58,1,38000,-70,,349
NL,PBVO,HERAS2013,350,2013,7,4,16,17,58.204,0.612,1,38000,-70,,350
NL,PBVO,HERAS2013,351,2013,7,4,16,22,58.203,0.643,1,38000,-70,,351
NL,PBVO,HERAS2013,352,2013,7,4,16,28,58.203,0.675,1,38000,-70,,352
NL,PBVO,HERAS2013,353,2013,7,4,16,34,58.202,0.706,1,38000,-70,,353
NL,PBVO,HERAS2013,354,2013,7,4,16,40,58.202,0.737,1,38000,-70,,354
NL,PBVO,HERAS2013,355,2013,7,4,16,45,58.201,0.769,1,38000,-70,,355
NL,PBVO,HERAS2013,356,2013,7,4,16,51,58.201,0.8,1,38000,-70,,356
NL,PBVO,HERAS2013,357,2013,7,4,16,57,58.201,0.832,1,38000,-70,,357
NL,PBVO,HERAS2013,358,2013,7,4,17,2,58.201,0.863,1,38000,-70,,358
NL,PBVO,HERAS2013,359,2013,7,4,17,8,58.201,0.894,1,38000,-70,,359
NL,PBVO,HERAS2013,360,2013,7,4,17,14,58.201,0.926,1,38000,-70,,360
NL,PBVO,HERAS2013,361,2013,7,4,17,20,58.201,0.957,1,38000,-70,,361
NL,PBVO,HERAS2013,362,2013,7,4,17,25,58.201,0.988,1,38000,-70,,362
NL,PBVO,HERAS2013,363,2013,7,4,17,31,58.201,1.02,1,38000,-70,,363
NL,PBVO,HERAS2013,364,2013,7,4,17,37,58.201,1.051,1,38000,-70,,364
NL,PBVO,HERAS2013,365,2013,7,4,17,42,58.201,1.082,1,38000,-70,,365
NL,PBVO,HERAS2013,366,2013,7,4,17,48,58.201,1.114,1,38000,-70,,366
NL,PBVO,HERAS2013,367,2013,7,4,17,54,58.201,1.145,1,38000,-70,,367
NL,PBVO,HERAS2013,368,2013,7,4,18,0,58.201,1.176,1,38000,-70,,368
NL,PBVO,HERAS2013,369,2013,7,4,18,5,58.201,1.208,1,38000,-70,,369
NL,PBVO,HERAS2013,370,2013,7,4,18,11,58.201,1.239,1,38000,-70,,370
NL,PBVO,HERAS2013,371,2013,7,4,18,17,58.188,1.258,1,38000,-70,,371
NL,PBVO,HERAS2013,372,2013,7,4,18,23,58.175,1.277,1,38000,-70,,372
NL,PBVO,HERAS2013,373,2013,7,4,18,29,58.162,1.296,1,38000,-70,,373
NL,PBVO,HERAS2013,374,2013,7,4,18,34,58.149,1.316,1,38000,-70,,374
NL,PBVO,HERAS2013,375,2013,7,4,18,40,58.135,1.335,1,38000,-70,,375
