Country,Vessel,Cruise,Log,Year,Month,Day,Species,ChUppDepth,ChLowDepth,SA
NL,HERAS2048,HERAS2048,10.5,2014,6,30,HER,50,100,0
NL,HERAS2049,HERAS2049,11,2014,6,30,HER,0,50,0
NL,HERAS2050,HERAS2050,11,2014,6,30,HER,50,100,0
NL,HERAS2051,HERAS2051,11.5,2014,6,30,HER,0,50,0
NL,HERAS2052,HERAS2052,11.5,2014,6,30,HER,50,100,0
NL,HERAS2053,HERAS2053,12,2014,6,30,HER,0,50,0
NL,HERAS2054,HERAS2054,12,2014,6,30,HER,50,100,0
NL,HERAS2055,HERAS2055,12.5,2014,6,30,HER,0,50,0
NL,HERAS2056,HERAS2056,12.5,2014,6,30,HER,50,100,0
NL,HERAS2057,HERAS2057,13,2014,6,30,HER,0,50,0
NL,HERAS2058,HERAS2058,13,2014,6,30,HER,50,100,0
NL,HERAS2059,HERAS2059,13.5,2014,6,30,HER,0,50,0
NL,HERAS2060,HERAS2060,13.5,2014,6,30,HER,50,100,0
NL,HERAS2061,HERAS2061,14,2014,6,30,HER,0,50,0
NL,HERAS2062,HERAS2062,14,2014,6,30,HER,50,100,0
NL,HERAS2063,HERAS2063,14.5,2014,6,30,HER,0,50,0
NL,HERAS2064,HERAS2064,14.5,2014,6,30,HER,50,100,0
NL,HERAS2065,HERAS2065,15,2014,6,30,HER,0,50,0
NL,HERAS2066,HERAS2066,15,2014,6,30,HER,50,100,0
NL,HERAS2067,HERAS2067,15.5,2014,6,30,HER,0,50,0
NL,HERAS2068,HERAS2068,15.5,2014,6,30,HER,50,100,0
NL,HERAS2069,HERAS2069,16,2014,6,30,HER,0,50,0
NL,HERAS2070,HERAS2070,16,2014,6,30,HER,50,100,0
NL,HERAS2071,HERAS2071,16.5,2014,6,30,HER,0,50,0
NL,HERAS2072,HERAS2072,16.5,2014,6,30,HER,50,100,0
NL,HERAS2073,HERAS2073,17,2014,6,30,HER,0,50,0
NL,HERAS2074,HERAS2074,17,2014,6,30,HER,50,100,0
NL,HERAS2075,HERAS2075,17.5,2014,6,30,HER,0,50,0
NL,HERAS2076,HERAS2076,17.5,2014,6,30,HER,50,100,0
NL,HERAS2077,HERAS2077,18,2014,6,30,HER,0,50,0
NL,HERAS2078,HERAS2078,18,2014,6,30,HER,50,100,0
NL,HERAS2079,HERAS2079,18.5,2014,6,30,HER,0,50,0
NL,HERAS2080,HERAS2080,18.5,2014,6,30,HER,50,100,0
NL,HERAS2081,HERAS2081,19,2014,6,30,HER,0,50,0
NL,HERAS2082,HERAS2082,19,2014,6,30,HER,50,100,0
NL,HERAS2083,HERAS2083,19.5,2014,6,30,HER,0,50,0
NL,HERAS2084,HERAS2084,19.5,2014,6,30,HER,50,100,0
NL,HERAS2085,HERAS2085,20,2014,6,30,HER,0,50,0
NL,HERAS2086,HERAS2086,20,2014,6,30,HER,50,100,0
NL,HERAS2087,HERAS2087,20.5,2014,6,30,HER,0,50,0
NL,HERAS2088,HERAS2088,20.5,2014,6,30,HER,50,100,0
NL,HERAS2089,HERAS2089,21,2014,6,30,HER,0,50,0
NL,HERAS2090,HERAS2090,21,2014,6,30,HER,50,100,0
NL,HERAS2091,HERAS2091,21.5,2014,6,30,HER,0,50,0
NL,HERAS2092,HERAS2092,21.5,2014,6,30,HER,50,100,0
NL,HERAS2093,HERAS2093,22,2014,6,30,HER,0,50,0
NL,HERAS2094,HERAS2094,22,2014,6,30,HER,50,100,0
NL,HERAS2095,HERAS2095,22.5,2014,6,30,HER,0,50,0
NL,HERAS2096,HERAS2096,22.5,2014,6,30,HER,50,100,0
NL,HERAS2097,HERAS2097,23,2014,6,30,HER,0,50,0
NL,HERAS2098,HERAS2098,23,2014,6,30,HER,50,100,0
NL,HERAS2099,HERAS2099,23.5,2014,6,30,HER,0,50,0
NL,HERAS2100,HERAS2100,23.5,2014,6,30,HER,50,100,0
NL,HERAS2101,HERAS2101,24,2014,6,30,HER,0,50,0
NL,HERAS2102,HERAS2102,24,2014,6,30,HER,50,100,0
NL,HERAS2103,HERAS2103,24.5,2014,6,30,HER,0,50,0
NL,HERAS2104,HERAS2104,24.5,2014,6,30,HER,50,100,0
NL,HERAS2105,HERAS2105,25,2014,6,30,HER,0,50,0
NL,HERAS2106,HERAS2106,25,2014,6,30,HER,50,100,0
NL,HERAS2107,HERAS2107,25.5,2014,6,30,HER,0,50,0
NL,HERAS2108,HERAS2108,25.5,2014,6,30,HER,50,100,0
NL,HERAS2109,HERAS2109,26,2014,6,30,HER,0,50,0
NL,HERAS2110,HERAS2110,26,2014,6,30,HER,50,100,0
NL,HERAS2111,HERAS2111,26.5,2014,6,30,HER,0,50,0
NL,HERAS2112,HERAS2112,26.5,2014,6,30,HER,50,100,0
NL,HERAS2113,HERAS2113,27,2014,6,30,HER,0,50,0
NL,HERAS2114,HERAS2114,27,2014,6,30,HER,50,100,0
NL,HERAS2115,HERAS2115,27,2014,6,30,HER,100,150,0
NL,HERAS2116,HERAS2116,27.5,2014,6,30,HER,0,50,0
NL,HERAS2117,HERAS2117,27.5,2014,6,30,HER,50,100,0
NL,HERAS2118,HERAS2118,27.5,2014,6,30,HER,100,150,0
NL,HERAS2119,HERAS2119,28,2014,6,30,HER,0,50,0
NL,HERAS2120,HERAS2120,28,2014,6,30,HER,50,100,0
NL,HERAS2121,HERAS2121,28,2014,6,30,HER,100,150,0
NL,HERAS2122,HERAS2122,28.5,2014,6,30,HER,0,50,0
NL,HERAS2123,HERAS2123,28.5,2014,6,30,HER,50,100,0
NL,HERAS2124,HERAS2124,28.5,2014,6,30,HER,100,150,0
NL,HERAS2125,HERAS2125,29,2014,6,30,HER,0,50,0
NL,HERAS2126,HERAS2126,29,2014,6,30,HER,50,100,0
NL,HERAS2127,HERAS2127,29,2014,6,30,HER,100,150,0
NL,HERAS2128,HERAS2128,29.5,2014,6,30,HER,0,50,0
NL,HERAS2129,HERAS2129,29.5,2014,6,30,HER,50,100,0
NL,HERAS2130,HERAS2130,29.5,2014,6,30,HER,100,150,0
NL,HERAS2131,HERAS2131,30,2014,6,30,HER,0,50,0
NL,HERAS2132,HERAS2132,30,2014,6,30,HER,50,100,0
NL,HERAS2133,HERAS2133,30,2014,6,30,HER,100,150,0
NL,HERAS2134,HERAS2134,30.5,2014,6,30,HER,0,50,0
NL,HERAS2135,HERAS2135,30.5,2014,6,30,HER,50,100,0
NL,HERAS2136,HERAS2136,30.5,2014,6,30,HER,100,150,0
NL,HERAS2137,HERAS2137,31,2014,6,30,HER,0,50,0
NL,HERAS2138,HERAS2138,31,2014,6,30,HER,50,100,0
NL,HERAS2139,HERAS2139,31,2014,6,30,HER,100,150,0
NL,HERAS2140,HERAS2140,31.5,2014,6,30,HER,0,50,0
NL,HERAS2141,HERAS2141,31.5,2014,6,30,HER,50,100,0
NL,HERAS2142,HERAS2142,31.5,2014,6,30,HER,100,150,0
NL,HERAS2143,HERAS2143,32,2014,6,30,HER,0,50,0
NL,HERAS2144,HERAS2144,32,2014,6,30,HER,50,100,0
NL,HERAS2145,HERAS2145,32,2014,6,30,HER,100,150,0
NL,HERAS2146,HERAS2146,32.5,2014,6,30,HER,0,50,0
NL,HERAS2147,HERAS2147,32.5,2014,6,30,HER,50,100,0
NL,HERAS2148,HERAS2148,32.5,2014,6,30,HER,100,150,0
NL,HERAS2149,HERAS2149,33,2014,6,30,HER,0,50,0
NL,HERAS2150,HERAS2150,33,2014,6,30,HER,50,100,0
NL,HERAS2151,HERAS2151,33,2014,6,30,HER,100,150,0
NL,HERAS2152,HERAS2152,33.5,2014,6,30,HER,0,50,0
NL,HERAS2153,HERAS2153,33.5,2014,6,30,HER,50,100,0
NL,HERAS2154,HERAS2154,33.5,2014,6,30,HER,100,150,0
NL,HERAS2155,HERAS2155,34,2014,6,30,HER,0,50,0
NL,HERAS2156,HERAS2156,34,2014,6,30,HER,50,100,0
NL,HERAS2157,HERAS2157,34,2014,6,30,HER,100,150,0
NL,HERAS2158,HERAS2158,34.5,2014,6,30,HER,0,50,0
NL,HERAS2159,HERAS2159,34.5,2014,6,30,HER,50,100,0
NL,HERAS2160,HERAS2160,34.5,2014,6,30,HER,100,150,0
NL,HERAS2161,HERAS2161,35,2014,6,30,HER,0,50,0
NL,HERAS2162,HERAS2162,35,2014,6,30,HER,50,100,0
NL,HERAS2163,HERAS2163,35.5,2014,6,30,HER,0,50,0
NL,HERAS2164,HERAS2164,35.5,2014,6,30,HER,50,100,0
NL,HERAS2165,HERAS2165,36,2014,6,30,HER,0,50,0
NL,HERAS2166,HERAS2166,36,2014,6,30,HER,50,100,0
NL,HERAS2167,HERAS2167,36.5,2014,6,30,HER,0,50,0
NL,HERAS2168,HERAS2168,36.5,2014,6,30,HER,50,100,0
NL,HERAS2169,HERAS2169,37,2014,6,30,HER,0,50,0
NL,HERAS2170,HERAS2170,37,2014,6,30,HER,50,100,0
NL,HERAS2171,HERAS2171,43.5,2014,7,1,HER,0,50,0
NL,HERAS2172,HERAS2172,43.5,2014,7,1,HER,50,100,0
NL,HERAS2173,HERAS2173,44,2014,7,1,HER,0,50,0
NL,HERAS2174,HERAS2174,44,2014,7,1,HER,50,100,0
NL,HERAS2175,HERAS2175,44.5,2014,7,1,HER,0,50,0
NL,HERAS2176,HERAS2176,44.5,2014,7,1,HER,50,100,0
NL,HERAS2177,HERAS2177,45,2014,7,1,HER,0,50,0
NL,HERAS2178,HERAS2178,45,2014,7,1,HER,50,100,0
NL,HERAS2179,HERAS2179,45,2014,7,1,HER,100,150,0
NL,HERAS2180,HERAS2180,45.5,2014,7,1,HER,0,50,0
NL,HERAS2181,HERAS2181,45.5,2014,7,1,HER,50,100,0
NL,HERAS2182,HERAS2182,45.5,2014,7,1,HER,100,150,0
NL,HERAS2183,HERAS2183,46,2014,7,1,HER,0,50,0
NL,HERAS2184,HERAS2184,46,2014,7,1,HER,50,100,0
NL,HERAS2185,HERAS2185,46,2014,7,1,HER,100,150,0
NL,HERAS2186,HERAS2186,46.5,2014,7,1,HER,0,50,0
NL,HERAS2187,HERAS2187,46.5,2014,7,1,HER,50,100,0
NL,HERAS2188,HERAS2188,46.5,2014,7,1,HER,100,150,0
NL,HERAS2189,HERAS2189,47,2014,7,1,HER,0,50,0
NL,HERAS2190,HERAS2190,47,2014,7,1,HER,50,100,0
NL,HERAS2191,HERAS2191,47.5,2014,7,1,HER,0,50,0
NL,HERAS2192,HERAS2192,47.5,2014,7,1,HER,50,100,0
NL,HERAS2193,HERAS2193,48,2014,7,1,HER,0,50,0
NL,HERAS2194,HERAS2194,48,2014,7,1,HER,50,100,0
NL,HERAS2195,HERAS2195,48.5,2014,7,1,HER,0,50,0
NL,HERAS2196,HERAS2196,48.5,2014,7,1,HER,50,100,0
NL,HERAS2197,HERAS2197,49,2014,7,1,HER,0,50,0
NL,HERAS2198,HERAS2198,49,2014,7,1,HER,50,100,0
NL,HERAS2199,HERAS2199,49.5,2014,7,1,HER,0,50,0
NL,HERAS2200,HERAS2200,49.5,2014,7,1,HER,50,100,0
NL,HERAS2201,HERAS2201,50,2014,7,1,HER,0,50,0
NL,HERAS2202,HERAS2202,50,2014,7,1,HER,50,100,0
NL,HERAS2203,HERAS2203,50.5,2014,7,1,HER,0,50,0
NL,HERAS2204,HERAS2204,50.5,2014,7,1,HER,50,100,0
NL,HERAS2205,HERAS2205,51,2014,7,1,HER,0,50,0
NL,HERAS2206,HERAS2206,51,2014,7,1,HER,50,100,0
NL,HERAS2207,HERAS2207,51.5,2014,7,1,HER,0,50,0
NL,HERAS2208,HERAS2208,51.5,2014,7,1,HER,50,100,0
NL,HERAS2209,HERAS2209,51.5,2014,7,1,HER,100,150,0
NL,HERAS2210,HERAS2210,52,2014,7,1,HER,0,50,0
NL,HERAS2211,HERAS2211,52,2014,7,1,HER,50,100,0
NL,HERAS2212,HERAS2212,52,2014,7,1,HER,100,150,0
NL,HERAS2213,HERAS2213,52.5,2014,7,1,HER,0,50,0
NL,HERAS2214,HERAS2214,52.5,2014,7,1,HER,50,100,0
NL,HERAS2215,HERAS2215,53,2014,7,1,HER,0,50,0
NL,HERAS2216,HERAS2216,53,2014,7,1,HER,50,100,0
NL,HERAS2217,HERAS2217,53.5,2014,7,1,HER,0,50,0
NL,HERAS2218,HERAS2218,53.5,2014,7,1,HER,50,100,0
NL,HERAS2219,HERAS2219,53.5,2014,7,1,HER,100,150,0
NL,HERAS2220,HERAS2220,54,2014,7,1,HER,0,50,0
NL,HERAS2221,HERAS2221,54,2014,7,1,HER,50,100,0
NL,HERAS2222,HERAS2222,54,2014,7,1,HER,100,150,0
NL,HERAS2223,HERAS2223,54.5,2014,7,1,HER,0,50,0
NL,HERAS2224,HERAS2224,54.5,2014,7,1,HER,50,100,0
NL,HERAS2225,HERAS2225,54.5,2014,7,1,HER,100,150,0
NL,HERAS2226,HERAS2226,55,2014,7,1,HER,0,50,0
NL,HERAS2227,HERAS2227,55,2014,7,1,HER,50,100,0
NL,HERAS2228,HERAS2228,55,2014,7,1,HER,100,150,0
NL,HERAS2229,HERAS2229,55.5,2014,7,1,HER,0,50,0
NL,HERAS2230,HERAS2230,55.5,2014,7,1,HER,50,100,0
NL,HERAS2231,HERAS2231,55.5,2014,7,1,HER,100,150,0
NL,HERAS2232,HERAS2232,56,2014,7,1,HER,0,50,0
NL,HERAS2233,HERAS2233,56,2014,7,1,HER,50,100,0
NL,HERAS2234,HERAS2234,56.5,2014,7,1,HER,0,50,0
NL,HERAS2235,HERAS2235,56.5,2014,7,1,HER,50,100,0
NL,HERAS2236,HERAS2236,57,2014,7,1,HER,0,50,0
NL,HERAS2237,HERAS2237,57,2014,7,1,HER,50,100,0
NL,HERAS2238,HERAS2238,57.5,2014,7,1,HER,0,50,0
NL,HERAS2239,HERAS2239,57.5,2014,7,1,HER,50,100,0
NL,HERAS2240,HERAS2240,58,2014,7,1,HER,0,50,0
NL,HERAS2241,HERAS2241,58,2014,7,1,HER,50,100,861.55
NL,HERAS2242,HERAS2242,58.5,2014,7,1,HER,0,50,0
NL,HERAS2243,HERAS2243,58.5,2014,7,1,HER,50,100,103.38
NL,HERAS2244,HERAS2244,59,2014,7,1,HER,0,50,0
NL,HERAS2245,HERAS2245,59,2014,7,1,HER,50,100,3671.75
NL,HERAS2246,HERAS2246,59,2014,7,1,HER,100,150,0
NL,HERAS2247,HERAS2247,59.5,2014,7,1,HER,0,50,0
NL,HERAS2248,HERAS2248,59.5,2014,7,1,HER,50,100,0
NL,HERAS2249,HERAS2249,59.5,2014,7,1,HER,100,150,0
NL,HERAS2250,HERAS2250,60,2014,7,1,HER,0,50,0
NL,HERAS2251,HERAS2251,60,2014,7,1,HER,50,100,201.14
NL,HERAS2252,HERAS2252,60,2014,7,1,HER,100,150,178.73
NL,HERAS2253,HERAS2253,60.5,2014,7,1,HER,0,50,0
NL,HERAS2254,HERAS2254,60.5,2014,7,1,HER,50,100,0
NL,HERAS2255,HERAS2255,60.5,2014,7,1,HER,100,150,0
NL,HERAS2256,HERAS2256,61,2014,7,1,HER,0,50,0
NL,HERAS2257,HERAS2257,61,2014,7,1,HER,50,100,0
NL,HERAS2258,HERAS2258,61,2014,7,1,HER,100,150,0
NL,HERAS2259,HERAS2259,61.5,2014,7,1,HER,0,50,0
NL,HERAS2260,HERAS2260,61.5,2014,7,1,HER,50,100,0
NL,HERAS2261,HERAS2261,61.5,2014,7,1,HER,100,150,0
NL,HERAS2262,HERAS2262,62,2014,7,1,HER,0,50,0
NL,HERAS2263,HERAS2263,62,2014,7,1,HER,50,100,76.24
NL,HERAS2264,HERAS2264,62,2014,7,1,HER,100,150,27.54
NL,HERAS2265,HERAS2265,62.5,2014,7,1,HER,0,50,0
NL,HERAS2266,HERAS2266,62.5,2014,7,1,HER,50,100,31.59
NL,HERAS2267,HERAS2267,62.5,2014,7,1,HER,100,150,477.44
NL,HERAS2268,HERAS2268,63,2014,7,1,HER,0,50,0
NL,HERAS2269,HERAS2269,63,2014,7,1,HER,50,100,0
NL,HERAS2270,HERAS2270,63,2014,7,1,HER,100,150,0
NL,HERAS2271,HERAS2271,63.5,2014,7,1,HER,0,50,0
NL,HERAS2272,HERAS2272,63.5,2014,7,1,HER,50,100,0
NL,HERAS2273,HERAS2273,63.5,2014,7,1,HER,100,150,0
NL,HERAS2274,HERAS2274,64,2014,7,1,HER,0,50,0
NL,HERAS2275,HERAS2275,64,2014,7,1,HER,50,100,0
NL,HERAS2276,HERAS2276,64,2014,7,1,HER,100,150,46.38
NL,HERAS2277,HERAS2277,64.5,2014,7,1,HER,0,50,0
NL,HERAS2278,HERAS2278,64.5,2014,7,1,HER,50,100,0
NL,HERAS2279,HERAS2279,64.5,2014,7,1,HER,100,150,0
NL,HERAS2280,HERAS2280,65,2014,7,1,HER,0,50,0
NL,HERAS2281,HERAS2281,65,2014,7,1,HER,50,100,0
NL,HERAS2282,HERAS2282,65,2014,7,1,HER,100,150,0
NL,HERAS2283,HERAS2283,65.5,2014,7,1,HER,0,50,0
NL,HERAS2284,HERAS2284,65.5,2014,7,1,HER,50,100,0
NL,HERAS2285,HERAS2285,65.5,2014,7,1,HER,100,150,0
NL,HERAS2286,HERAS2286,66,2014,7,1,HER,0,50,0
NL,HERAS2287,HERAS2287,66,2014,7,1,HER,50,100,0
NL,HERAS2288,HERAS2288,66,2014,7,1,HER,100,150,0
NL,HERAS2289,HERAS2289,66.5,2014,7,1,HER,0,50,0
NL,HERAS2290,HERAS2290,66.5,2014,7,1,HER,50,100,0
NL,HERAS2291,HERAS2291,66.5,2014,7,1,HER,100,150,0
NL,HERAS2292,HERAS2292,67,2014,7,1,HER,0,50,0
NL,HERAS2293,HERAS2293,67,2014,7,1,HER,50,100,0
NL,HERAS2294,HERAS2294,67,2014,7,1,HER,100,150,0
NL,HERAS2295,HERAS2295,67.5,2014,7,1,HER,0,50,0
NL,HERAS2296,HERAS2296,67.5,2014,7,1,HER,50,100,0
NL,HERAS2297,HERAS2297,67.5,2014,7,1,HER,100,150,627.07
NL,HERAS2298,HERAS2298,68,2014,7,1,HER,0,50,0
NL,HERAS2299,HERAS2299,68,2014,7,1,HER,50,100,0
NL,HERAS2300,HERAS2300,68,2014,7,1,HER,100,150,275.13
NL,HERAS2301,HERAS2301,68.5,2014,7,1,HER,0,50,0
NL,HERAS2302,HERAS2302,68.5,2014,7,1,HER,50,100,0
NL,HERAS2303,HERAS2303,68.5,2014,7,1,HER,100,150,0
NL,HERAS2304,HERAS2304,69,2014,7,1,HER,0,50,0
NL,HERAS2305,HERAS2305,69,2014,7,1,HER,50,100,0
NL,HERAS2306,HERAS2306,69,2014,7,1,HER,100,150,0
NL,HERAS2307,HERAS2307,69.5,2014,7,1,HER,0,50,0
NL,HERAS2308,HERAS2308,69.5,2014,7,1,HER,50,100,0
NL,HERAS2309,HERAS2309,69.5,2014,7,1,HER,100,150,0
NL,HERAS2310,HERAS2310,70,2014,7,1,HER,0,50,0
NL,HERAS2311,HERAS2311,70,2014,7,1,HER,50,100,0
NL,HERAS2312,HERAS2312,70,2014,7,1,HER,100,150,0
NL,HERAS2313,HERAS2313,70.5,2014,7,1,HER,0,50,0
NL,HERAS2314,HERAS2314,70.5,2014,7,1,HER,50,100,0
NL,HERAS2315,HERAS2315,70.5,2014,7,1,HER,100,150,2147.33
NL,HERAS2316,HERAS2316,71,2014,7,1,HER,0,50,0
NL,HERAS2317,HERAS2317,71,2014,7,1,HER,50,100,0
NL,HERAS2318,HERAS2318,71,2014,7,1,HER,100,150,3.64
NL,HERAS2319,HERAS2319,71.5,2014,7,1,HER,0,50,0
NL,HERAS2320,HERAS2320,71.5,2014,7,1,HER,50,100,0
NL,HERAS2321,HERAS2321,71.5,2014,7,1,HER,100,150,1.58
NL,HERAS2322,HERAS2322,72,2014,7,1,HER,0,50,0
NL,HERAS2323,HERAS2323,72,2014,7,1,HER,50,100,0
NL,HERAS2324,HERAS2324,72,2014,7,1,HER,100,150,0
NL,HERAS2325,HERAS2325,72.5,2014,7,1,HER,0,50,0
NL,HERAS2326,HERAS2326,72.5,2014,7,1,HER,50,100,0
NL,HERAS2327,HERAS2327,72.5,2014,7,1,HER,100,150,1677.48
NL,HERAS2328,HERAS2328,73,2014,7,1,HER,0,50,77.66
NL,HERAS2329,HERAS2329,73,2014,7,1,HER,50,100,0
NL,HERAS2330,HERAS2330,73,2014,7,1,HER,100,150,314.24
NL,HERAS2331,HERAS2331,74.5,2014,7,1,HER,0,50,0
NL,HERAS2332,HERAS2332,74.5,2014,7,1,HER,50,100,0
NL,HERAS2333,HERAS2333,74.5,2014,7,1,HER,100,150,0
NL,HERAS2334,HERAS2334,75,2014,7,1,HER,0,50,0
NL,HERAS2335,HERAS2335,75,2014,7,1,HER,50,100,0.2
NL,HERAS2336,HERAS2336,75,2014,7,1,HER,100,150,54.71
NL,HERAS2337,HERAS2337,75.5,2014,7,1,HER,0,50,0
NL,HERAS2338,HERAS2338,75.5,2014,7,1,HER,50,100,0
NL,HERAS2339,HERAS2339,75.5,2014,7,1,HER,100,150,18.39
NL,HERAS2340,HERAS2340,76,2014,7,1,HER,0,50,0
NL,HERAS2341,HERAS2341,76,2014,7,1,HER,50,100,16705.42
NL,HERAS2342,HERAS2342,76,2014,7,1,HER,100,150,2075.61
NL,HERAS2343,HERAS2343,76.5,2014,7,1,HER,0,50,0
NL,HERAS2344,HERAS2344,76.5,2014,7,1,HER,50,100,2180.07
NL,HERAS2345,HERAS2345,76.5,2014,7,1,HER,100,150,265.97
NL,HERAS2346,HERAS2346,87,2014,7,1,HER,0,50,0
NL,HERAS2347,HERAS2347,87,2014,7,1,HER,50,100,0
NL,HERAS2348,HERAS2348,87,2014,7,1,HER,100,150,0
NL,HERAS2349,HERAS2349,87.5,2014,7,1,HER,0,50,0
NL,HERAS2350,HERAS2350,87.5,2014,7,1,HER,50,100,0
NL,HERAS2351,HERAS2351,87.5,2014,7,1,HER,100,150,0
NL,HERAS2352,HERAS2352,88,2014,7,1,HER,0,50,0
NL,HERAS2353,HERAS2353,88,2014,7,1,HER,50,100,0
NL,HERAS2354,HERAS2354,88,2014,7,1,HER,100,150,18.52
NL,HERAS2355,HERAS2355,88.5,2014,7,1,HER,0,50,0
NL,HERAS2356,HERAS2356,88.5,2014,7,1,HER,50,100,0
NL,HERAS2357,HERAS2357,88.5,2014,7,1,HER,100,150,0
NL,HERAS2358,HERAS2358,89,2014,7,1,HER,0,50,0
NL,HERAS2359,HERAS2359,89,2014,7,1,HER,50,100,0
NL,HERAS2360,HERAS2360,89,2014,7,1,HER,100,150,0
NL,HERAS2361,HERAS2361,89.5,2014,7,1,HER,0,50,0
NL,HERAS2362,HERAS2362,89.5,2014,7,1,HER,50,100,0
NL,HERAS2363,HERAS2363,89.5,2014,7,1,HER,100,150,0
NL,HERAS2364,HERAS2364,90,2014,7,1,HER,0,50,0
NL,HERAS2365,HERAS2365,90,2014,7,1,HER,50,100,0
NL,HERAS2366,HERAS2366,90,2014,7,1,HER,100,150,0
NL,HERAS2367,HERAS2367,90.5,2014,7,1,HER,0,50,0
NL,HERAS2368,HERAS2368,90.5,2014,7,1,HER,50,100,0
NL,HERAS2369,HERAS2369,90.5,2014,7,1,HER,100,150,0
NL,HERAS2370,HERAS2370,91,2014,7,1,HER,0,50,0
NL,HERAS2371,HERAS2371,91,2014,7,1,HER,50,100,0
NL,HERAS2372,HERAS2372,91,2014,7,1,HER,100,150,0
NL,HERAS2373,HERAS2373,91.5,2014,7,1,HER,0,50,0
NL,HERAS2374,HERAS2374,91.5,2014,7,1,HER,50,100,0
NL,HERAS2375,HERAS2375,91.5,2014,7,1,HER,100,150,0
NL,HERAS2376,HERAS2376,92,2014,7,1,HER,0,50,0
NL,HERAS2377,HERAS2377,92,2014,7,1,HER,50,100,0
NL,HERAS2378,HERAS2378,92,2014,7,1,HER,100,150,0
NL,HERAS2379,HERAS2379,92.5,2014,7,1,HER,0,50,0
NL,HERAS2380,HERAS2380,92.5,2014,7,1,HER,50,100,0
NL,HERAS2381,HERAS2381,92.5,2014,7,1,HER,100,150,0
NL,HERAS2382,HERAS2382,93,2014,7,1,HER,0,50,0
NL,HERAS2383,HERAS2383,93,2014,7,1,HER,50,100,0
NL,HERAS2384,HERAS2384,93,2014,7,1,HER,100,150,9.76
NL,HERAS2385,HERAS2385,93.5,2014,7,1,HER,0,50,0
NL,HERAS2386,HERAS2386,93.5,2014,7,1,HER,50,100,0
NL,HERAS2387,HERAS2387,93.5,2014,7,1,HER,100,150,1.81
NL,HERAS2388,HERAS2388,94,2014,7,1,HER,0,50,0
NL,HERAS2389,HERAS2389,94,2014,7,1,HER,50,100,0
NL,HERAS2390,HERAS2390,94,2014,7,1,HER,100,150,0.57
NL,HERAS2391,HERAS2391,94.5,2014,7,1,HER,0,50,0
NL,HERAS2392,HERAS2392,94.5,2014,7,1,HER,50,100,0
NL,HERAS2393,HERAS2393,94.5,2014,7,1,HER,100,150,3.55
NL,HERAS2394,HERAS2394,95,2014,7,1,HER,0,50,0
NL,HERAS2395,HERAS2395,95,2014,7,1,HER,50,100,0
NL,HERAS2396,HERAS2396,95,2014,7,1,HER,100,150,100.05
NL,HERAS2397,HERAS2397,95.5,2014,7,1,HER,0,50,0
