Country,Vessel,Cruise,Log,Year,Month,Day,Species,ChUppDepth,ChLowDepth,SA
NL,PBVO,HERAS2015,366,2015,6,30,HER,0,50,208.42
NL,PBVO,HERAS2015,366,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,366,2015,6,30,HER,100,150,1.52
NL,PBVO,HERAS2015,367,2015,6,30,HER,0,50,2130.53
NL,PBVO,HERAS2015,367,2015,6,30,HER,50,100,0.63
NL,PBVO,HERAS2015,367,2015,6,30,HER,100,150,1.53
NL,PBVO,HERAS2015,368,2015,6,30,HER,0,50,89.3
NL,PBVO,HERAS2015,368,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,368,2015,6,30,HER,100,150,0.69
NL,PBVO,HERAS2015,369,2015,6,30,HER,0,50,46.29
NL,PBVO,HERAS2015,369,2015,6,30,HER,50,100,0.77
NL,PBVO,HERAS2015,369,2015,6,30,HER,100,150,3.38
NL,PBVO,HERAS2015,370,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,370,2015,6,30,HER,50,100,3.54
NL,PBVO,HERAS2015,370,2015,6,30,HER,100,150,1.29
NL,PBVO,HERAS2015,371,2015,6,30,HER,0,50,0.18
NL,PBVO,HERAS2015,371,2015,6,30,HER,50,100,3.6
NL,PBVO,HERAS2015,371,2015,6,30,HER,100,150,1.69
NL,PBVO,HERAS2015,372,2015,6,30,HER,0,50,357.06
NL,PBVO,HERAS2015,372,2015,6,30,HER,50,100,14.36
NL,PBVO,HERAS2015,373,2015,6,30,HER,0,50,22.88
NL,PBVO,HERAS2015,373,2015,6,30,HER,50,100,25.46
NL,PBVO,HERAS2015,373,2015,6,30,HER,100,150,0
NL,PBVO,HERAS2015,374,2015,6,30,HER,0,50,377.57
NL,PBVO,HERAS2015,374,2015,6,30,HER,50,100,5.15
NL,PBVO,HERAS2015,374,2015,6,30,HER,100,150,11.36
NL,PBVO,HERAS2015,375,2015,6,30,HER,0,50,475.7
NL,PBVO,HERAS2015,375,2015,6,30,HER,50,100,5.75
NL,PBVO,HERAS2015,375,2015,6,30,HER,100,150,4.39
